rank_2020,company,usa_primary,usa_uei,usa_link,alt_names_and_children
3,Boeing,F,DJPCUNK93A29,https://www.usaspending.gov/recipient/cb49ddb1-caec-e690-daff-59e28efc04b5-P/latest,
3,Boeing,F,EWPWEBSMA8J1,https://www.usaspending.gov/recipient/dbde5f7f-d53e-94e5-356d-771aef11601d-P/latest,
3,Boeing,F,TJ7ASQGRA6B9,https://www.usaspending.gov/recipient/e8f089d0-dff6-ab71-8f9a-cf3d3adff729-P/latest,
3,Boeing,F,DJ8QWMKKC1M5,https://www.usaspending.gov/recipient/09071a3d-cfd6-16e5-e680-4abd6546d14c-P/latest,
3,Boeing,F,M8C1MEVM39L1,https://www.usaspending.gov/recipient/297d234a-617e-8f39-debb-5fd9407f05fc-P/latest,
3,Boeing,F,GLFKK3KBJ8X6,https://www.usaspending.gov/recipient/316d854f-fea1-9ece-46c1-2533d49e9e7c-P/latest,
3,Boeing,F,MCSFAT2688J3,https://www.usaspending.gov/recipient/3c5c7767-f6f3-d82b-fdca-72f173ecd1bd-P/latest,
3,Boeing,F,PQYHNXUNQCV5,https://www.usaspending.gov/recipient/3e544153-b035-d603-ad20-7a44b0df9974-P/latest,
3,Boeing,F,DH7BRRZ1PBA3,https://www.usaspending.gov/recipient/467172e0-4bb3-59b9-7c12-2bad071d4a69-P/latest,
3,Boeing,F,N8UJGSKQW7N3,https://www.usaspending.gov/recipient/4d04e7af-36ad-33ae-7e62-1f95c69fd12e-P/latest,
3,Boeing,F,SE9HBZC9MHN6,https://www.usaspending.gov/recipient/551b2fa8-046b-992d-b119-ba00cd671d23-P/latest,
3,Boeing,F,UDS4SN9GDE55,https://www.usaspending.gov/recipient/26b41802-b123-d754-e086-7e41930b976f-P/latest,
4,Northrop Grumman Corp.,T,NKVZLJL93QT6,https://www.usaspending.gov/recipient/fbe19298-837a-c0c2-9e1d-ff4c0a5ad25a-P/latest,"NORTHROP GRUMMAN SYSTEMS CORP|NORTHROP GRUMMAN CORPORATION|ADAPTIVE OPTICS ASSOCIATES, INC.|ALLIANT TECHSYSTEMS OPERATIONS LLC|ALLIANT TECHSYSTEMS OPERATIONS LLC|AMHERST SYSTEMS INC.|ATK LAUNCH SYSTEMS INC.|ATK LAUNCH SYSTEMS LLC|ATK SPACE SYSTEMS INC|ATK SPACE SYSTEMS INC.|ATK SPACE SYSTEMS LLC|COI CERAMICS INC.|CUTTING EDGE OPTRONICS, INC.|INTEGIC|NORTHROP GRUMMAN ADVANCED INFORMATION SERVICES, INC|NORTHROP GRUMMAN CORPORA|NORTHROP GRUMMAN CORPORATION|NORTHROP GRUMMAN DEFENSE MISSION SYSTEMS INC.|NORTHROP GRUMMAN DEFENSE MISSION SYSTEMS, INC.|NORTHROP GRUMMAN ENTERPRISE MANAGEMENT SERVICES CORPORATION|NORTHROP GRUMMAN FIELD SUPPORT SERVICES INC|NORTHROP GRUMMAN GLOBAL HOLDINGS LIMITED|NORTHROP GRUMMAN GUIDANCE AND ELECTRONICS COMPANY INC.|NORTHROP GRUMMAN INFORMATION TECHNOLOGY INC|NORTHROP GRUMMAN INNOVATION SYSTEMS INC.|NORTHROP GRUMMAN INTERNATIONAL TRADING, INC.|NORTHROP GRUMMAN ITALIA SPA|NORTHROP GRUMMAN OVERSEAS SERVICE CORPORATION|NORTHROP GRUMMAN M5 NETWORK SECURITY, INC|NORTHROP GRUMMAN SECURITY SYSTEMS, LLC|NORTHROP GRUMMAN SHIP SYSTEMS|NORTHROP GRUMMAN SPACE & MISSION SYSTEMS CORP.|NORTHROP GRUMMAN SPERRY MARINE B.V.|NORTHROP GRUMMAN SUPPORT SERVICES CORP|NORTHROP GRUMMAN SYSTEMS CORP|NORTHROP GRUMMAN SYSTEMS CORPORATION|NORTHROP GRUMMAN TECHNICAL SERVICES, INC.|ORBITAL SCIENCES CORPORATION|ORBITAL SCIENCES LLC|PARK AIR SYSTEMS LTD|REMOTEC INC.|SCALED COMPOSITES LLC|SPACE LOGISTICS LLC|VINNELL ARABIA COMPANY|TITAN II INC."
4,Northrop Grumman Corp.,F,EU5DMENAGD85,https://www.usaspending.gov/recipient/2862a996-6f56-ac67-0049-3947c61a4086-P/latest,
4,Northrop Grumman Corp.,F,GBT9FWWFJKP3,https://www.usaspending.gov/recipient/77fb244c-cd14-671a-3531-efaa69687886-P/latest,
4,Northrop Grumman Corp.,F,U7VWYJMDK445,https://www.usaspending.gov/recipient/dcb23832-4cb1-b12d-b456-0458f8a241ec-P/latest,
4,Northrop Grumman Corp.,F,CWKBR4M8BLV5,https://www.usaspending.gov/recipient/1537b7c8-bd88-bdb2-4a8a-13cabd10ed2e-P/latest,
4,Northrop Grumman Corp.,F,S8PSXLJ8FEG3,https://www.usaspending.gov/recipient/bdc96adb-6f8c-d02a-ba23-44690342ac97-P/latest,
4,Northrop Grumman Corp.,F,KWRDJ18V6LM5,https://www.usaspending.gov/recipient/41b74461-50a3-f81b-6dd8-87b1c3a36459-P/latest,
4,Northrop Grumman Corp.,F,MZP9UGL76NX8,https://www.usaspending.gov/recipient/67935d45-bfc9-cc7e-0ed9-72127e88eccf-P/latest,
4,Northrop Grumman Corp.,F,JZP1LP41N9Z7,https://www.usaspending.gov/recipient/3f6e97a4-6737-9476-88a9-408dd61411f7-P/latest,
4,Northrop Grumman Corp.,F,G7E7ZSRKME17,https://www.usaspending.gov/recipient/8db6e07b-8e15-ab06-8e19-3858c6a16e71-P/latest,
4,Northrop Grumman Corp.,F,R1KQZ9177MF1,https://www.usaspending.gov/recipient/25bac2b0-6305-9f12-88ef-6127451cfa6a-P/latest,
4,Northrop Grumman Corp.,F,F2ZBYAVE9L98,https://www.usaspending.gov/recipient/8a27b321-7fc3-7e8d-f3df-31797832b7fa-P/latest,
4,Northrop Grumman Corp.,F,GGTDQ2S8U9S1,https://www.usaspending.gov/recipient/c7714e42-1c63-5e4a-8da1-dead9737b4b8-P/latest,
4,Northrop Grumman Corp.,F,U9K5JDEXJKK8,https://www.usaspending.gov/recipient/c77c488b-e076-1357-641d-a764aa25f214-P/latest,
4,Northrop Grumman Corp.,F,YHELZ3AFBRZ3,https://www.usaspending.gov/recipient/ce117e42-a10d-a6cc-a32f-0766a9a56328-P/latest,
4,Northrop Grumman Corp.,F,HYYFJ7KVF3Z3,https://www.usaspending.gov/recipient/d7abc38f-e774-e315-cdd6-6e7696c6703a-P/latest,
4,Northrop Grumman Corp.,F,LDRQZGARKVQ4,https://www.usaspending.gov/recipient/db8e4a52-ef64-a822-a67f-e1816a8d949f-P/latest,
4,Northrop Grumman Corp.,F,EHBBTWLFSMW1,https://www.usaspending.gov/recipient/e68195c5-489b-6025-5dd1-0d0b9c66a757-P/latest,
4,Northrop Grumman Corp.,F,GFKCJ59LLKF1,https://www.usaspending.gov/recipient/e763f8bb-8ccc-8c47-59f6-339382f869c9-P/latest,
4,Northrop Grumman Corp.,F,LW8RAR78D8J9,https://www.usaspending.gov/recipient/e7b0b6aa-584f-a448-85ee-e89e24b2b374-P/latest,
4,Northrop Grumman Corp.,F,E467WEE1X963,https://www.usaspending.gov/recipient/f062df83-51d2-1f1f-3ce8-620286ba3bcb-P/latest,
4,Northrop Grumman Corp.,F,M21EL9B5J2E1,https://www.usaspending.gov/recipient/0973aec6-d6c5-3741-1192-c04ab828fdf6-P/latest,
4,Northrop Grumman Corp.,F,MHAMLFPHJ3E4,https://www.usaspending.gov/recipient/1fcb8323-d405-155f-2e38-af524296c924-P/latest,
4,Northrop Grumman Corp.,F,VKDVJZ6XLYB5,https://www.usaspending.gov/recipient/33e408ff-dcf5-d004-19c6-30915780107f-P/latest,
4,Northrop Grumman Corp.,F,KWRDJ18V6LM5,https://www.usaspending.gov/recipient/41b74461-50a3-f81b-6dd8-87b1c3a36459-P/latest,
4,Northrop Grumman Corp.,F,V3P1JLLL3XV4,https://www.usaspending.gov/recipient/577dccb4-f812-71e8-c677-06ca136abf94-P/latest,
4,Northrop Grumman Corp.,F,CT3MK8937PA9,https://www.usaspending.gov/recipient/66b32dc9-8e95-b99a-5c70-5ca80593c0b3-P/latest,
4,Northrop Grumman Corp.,F,RN4HKXHSW7E5,https://www.usaspending.gov/recipient/69081bee-581d-3833-735f-0ccbac3b3b7c-P/latest,
4,Northrop Grumman Corp.,F,UEHYBZAKN2U7,https://www.usaspending.gov/recipient/0aa62732-0cb3-e49b-466e-a022511865f3-P/latest,
4,Northrop Grumman Corp.,F,R1KQZ9177MF1,https://www.usaspending.gov/recipient/25bac2b0-6305-9f12-88ef-6127451cfa6a-P/latest,
4,Northrop Grumman Corp.,F,JZP1LP41N9Z7,https://www.usaspending.gov/recipient/3f6e97a4-6737-9476-88a9-408dd61411f7-P/latest,
4,Northrop Grumman Corp.,F,MZP9UGL76NX8,https://www.usaspending.gov/recipient/67935d45-bfc9-cc7e-0ed9-72127e88eccf-P/latest,
4,Northrop Grumman Corp.,F,S8PSXLJ8FEG3,https://www.usaspending.gov/recipient/bdc96adb-6f8c-d02a-ba23-44690342ac97-P/latest,
4,Northrop Grumman Corp.,F,CWKBR4M8BLV5,https://www.usaspending.gov/recipient/1537b7c8-bd88-bdb2-4a8a-13cabd10ed2e-P/latest,
4,Northrop Grumman Corp.,F,U7VWYJMDK445,https://www.usaspending.gov/recipient/dcb23832-4cb1-b12d-b456-0458f8a241ec-P/latest,
4,Northrop Grumman Corp.,F,GBT9FWWFJKP3,https://www.usaspending.gov/recipient/77fb244c-cd14-671a-3531-efaa69687886-P/latest,
4,Northrop Grumman Corp.,F,FRUNDD6UBZX3,https://www.usaspending.gov/recipient/8144fb07-173f-8b6d-115b-a623884fd3c6-P/latest,
4,Northrop Grumman Corp.,F,K8PXW2GGLES5,https://www.usaspending.gov/recipient/846677b2-2ec4-46e4-ba92-ac8dd755acc2-P/latest,
4,Northrop Grumman Corp.,F,HL82HRSKG4E9,https://www.usaspending.gov/recipient/86ba1ea9-ed12-bb12-69bf-068368847409-P/latest,
4,Northrop Grumman Corp.,F,F2ZBYAVE9L98,https://www.usaspending.gov/recipient/8a27b321-7fc3-7e8d-f3df-31797832b7fa-P/latest,
4,Northrop Grumman Corp.,F,G7E7ZSRKME17,https://www.usaspending.gov/recipient/8db6e07b-8e15-ab06-8e19-3858c6a16e71-P/latest,
4,Northrop Grumman Corp.,F,GNM2QUJLMGV9,https://www.usaspending.gov/recipient/f56e9da2-75b9-763c-eda8-451db68ae6e0-P/latest,
4,Northrop Grumman Corp.,F,LKHSK7MEQEJ1,https://www.usaspending.gov/recipient/4d2b7e96-1fb9-1b60-653e-fb84b64eb7d2-P/latest,
4,Northrop Grumman Corp.,F,GJVCPEBZV574,https://www.usaspending.gov/recipient/d7c3364d-3864-857f-aa3d-872c2b69fa94-P/latest,

5,General Dynamics Corp.,T,VF58HFRNGEL8,https://www.usaspending.gov/recipient/f58f9621-d1de-5f11-1041-3c65987927ff-P/latest,
5,General Dynamics Corp.,F,LDUJLC79HNK5,
6,BAE Systems,T,E5K9VR2A1MW9,https://www.usaspending.gov/recipient/000b3849-6e7c-5af3-8e3a-22f51f29040c-P/latest,
6,BAE Systems,F,LWM1FFQ935S8,https://www.usaspending.gov/recipient/edf2b2b6-4df9-6ded-1ce9-20413c08ae97-P/latest,
7,NORINCO,,,,
8,AVIC,,,,
9,CETC,,,,
10,L3Harris Technologies,T,SJULQDJ8NZU7,https://www.usaspending.gov/recipient/12b896e2-1ad1-3536-da90-51b17b1b316b-P/latest,
10,L3Harris Technologies,F,ENMFLGV87MS4,https://www.usaspending.gov/recipient/8beded26-8074-58f5-93e9-67ed780b7ac4-P/latest,
11,Airbus,T,QM7GAR7U8NK3,https://www.usaspending.gov/recipient/b2d3e0bc-8e42-adf3-3748-ede0332e51b3-P/latest,
S,BAE Systems Inc. (BAE Systems UK),T,MJDNAS47MHP6,https://www.usaspending.gov/recipient/d3a20993-d49d-0b06-4b1b-d7d2244c139f-P/latest,
12,CASIC,,,,
13,Leonardo,T,W8PTMRME1496,https://www.usaspending.gov/recipient/ffab0f25-5f26-9c0b-f315-91874fb8700f-P/latest,
13,Leonardo,F,UP54BEGGMGV5,https://www.usaspending.gov/recipient/f73d6fc6-be43-2ae0-0cfb-4586e0c5a1f8-P/latest,
14,Thales,T,QWSHM2ZMJNB4,https://www.usaspending.gov/recipient/8323d287-791e-4d29-8aff-66045d677f9e-P/latest,
14,Thales,F,FESVT4H66TH7,https://www.usaspending.gov/recipient/09e43005-716f-1e4d-1be3-164685604b15-P/latest,
15,Huntington Ingalls Industries,T,F9SDJAZFTLG6,https://www.usaspending.gov/recipient/4faceaf7-6b86-e81b-0a28-3412e49aec04-P/latest
16,Leidos,T,ZL41ERXMPAR3,https://www.usaspending.gov/recipient/3b1c9c58-1f9e-8125-7105-02f4ff2c5b8b-P/latest,
17,Almaz-Antey,,,,
18,Honeywell International,T,YBVGQEYENNM6,https://www.usaspending.gov/recipient/7633e6a7-b265-9555-210b-c3443cb6d529-P/latest,
19,Booz Allen Hamilton,T,MBPHTU7Y9S65,https://www.usaspending.gov/recipient/ed02855e-60d7-2540-e3d7-18fba1dd1316-P/latest,
19,Booz Allen Hamilton,F,F4H1XCKLJ2H3,https://www.usaspending.gov/recipient/b931beee-6e69-7720-de28-c2ad20535123-P/latest,
20,CSGC,,,
21,United Aircraft Corp.,,,
22,Rolls-Royce,VE65QFAKCLG7,
22,Rolls-Royce,K1CMWXCNLD97,
23,EDGE,
24,General Electric,
25,Safran,
26,Mitsubishi Heavy Industries,
27,Rheinmetall,
28,Elbit Systems,
29,CACI International,
30,MBDA,
31,Naval Group,
32,Dassault Aviation Group,
33,United Shipbuilding Corp.,
34,Textron,
35,Israel Aerospace Industries,
S,Airbus Helicopters Inc (Airbus Group  WEU),
S,Sandia Corp. (Lockheed Martin  USA),
36,Saab,
37,Science Applications International Corp.,
38,Tactical Missiles Corp.,
39,Babcock International Group,
40,Perspecta,
41,Amentum,
42,Hindustan Aeronautics,
43,KBR,
44,United Engine Corp.,
45,General Atomics,
46,Rafael,
47,Fincantieri,
48,CEA,
49,Oshkosh Corp.,
50,Hanwha Aerospace,
S,Bell Helicopter Textron (Textron  USA),
51,ASELSAN,
52,TransDigm Group,
53,Kawasaki Heavy Industries,
54,Bechtel Corp.,
55,ThyssenKrupp,
56,Jacobs Engineering Group,
57,ManTech International Corp.,
58,KRET,
59,Sierra Nevada Corp.,
60,Indian Ordnance Factories,
61,ST Engineering,
62,Serco Group,
63,Korea Aerospace Industries,
64,Fluor Corp.,
65,BWX Technologies,
66,Bharat Electronics,
67,DynCorp International,
68,PGZ,
69,Melrose Industries,
70,Krauss-Maffei Wegmann,
71,Russian Electronics,
72,Parsons Corp.,
73,LIG Nex1,
74,Vectrus,
75,Aerojet Rocketdyne,
76,Fujitsu,
77,UkrOboronProm,
78,Hensoldt,
79,Curtiss-Wright Corp.,
80,QinetiQ,
S,Hanwha Defense (Hanwha Aerospace  South Korea),
81,Russian Helicopters,
82,Moog,
83,Nexter,
84,Navantia,
85,Hanwha Corp.,
86,UralVagonZavod,
87,Pacific Architects and Engineers,
88,Ball Corp.,
89,Teledyne Technologies,
90,IHI Corp.,
91,Amphenol Corp.,
92,United Launch Alliance,
93,Howmet Aerospace,
S,Devonport Royal Dockyard (Babcock International Group  UK),
94,The Aerospace Corp.,
95,Meggitt,
S,Hanwha Systems (Hanwha Aerospace  South Korea),
96,ViaSat,
97,Mitsubishi Electric Corp.,
98,CAE,
99,Mercury Systems,
100,Kongsberg Gruppen,
