"TIV of arms exports from France, 1950-2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figures are SIPRI Trend Indicator Values (TIVs) expressed in millions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figures may not add up due to the conventions of rounding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A '0' indicates that the value of deliveries is less than 0.5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"For more information, see http://www.sipri.org/databases/armstransfers/sources-and-methods/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: SIPRI Arms Transfers Database,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generated: 28 July 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Total
New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,5,,,,,,,,,,,,14,14,21,14,,,,,,,,76
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Niger,,,,,,,,,,,1,1,,,1,1,,,,2,,1,,,3,,,,,,7,,6,13,,,1,,,,,7,,,,,,,,,,,,,,,,,,,0,0,,2,0,0,,,,2,,,47
Nigeria,,,,,,,,,,,,,,,,3,,,5,,,,,,,,12,24,54,,45,14,206,,98,105,7,12,12,15,18,,,,5,,,,,,,,,,,,,,,,,,11,8,,,,7,21,,10,7,697
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2
Norway,,,,,,,,2,2,2,2,2,2,,,,18,14,3,,,,,,,,,,,,,,,1,,,,,15,23,15,,5,8,8,10,28,30,25,,,1,,,,1,35,35,50,50,35,48,23,13,3,3,4,,9,16,2,2,540
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,23,19,20,14,6,5,5,25,10,,,,,38,56,42,1,,,5,11,14,3,,3,,,91,14,14,82,79,44,,,21,,,,,646
Pakistan,,,,,,,,,,,,,,,,,3,3,10,291,226,169,172,4,4,77,103,203,140,384,347,190,165,47,,15,45,25,30,0,0,12,60,5,5,8,60,5,117,348,90,86,42,302,36,20,29,,303,20,20,21,17,27,4,,,,,,,,4286
Peru,,,,,,,28,,,,4,,,4,,,,,185,47,,,,11,156,4,120,9,,11,235,246,,,52,92,164,121,,3,,,7,,,,0,4,12,,,,,,,,,,,,,,,,8,8,50,,,,,,1578
Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,4,,4,14
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,13,13,13,13,0,,,,,,,,,75
Portugal,,,,,,,,5,7,8,17,50,4,9,9,12,15,208,298,343,38,15,15,15,24,50,3,,,,,,,,,14,2,,,1,5,16,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,0,,1186
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,16,,55,46,108,388,252,,,57,87,10,5,5,40,11,10,11,40,190,277,60,14,11,11,11,,,,27,,,0,,25,57,,5,,,1,1387,506,357,4134
Romania,,,,,,,,,,,,,,,,,,,,,,,3,5,7,7,7,7,37,37,37,44,62,68,66,66,65,59,47,35,30,18,12,12,7,,,,,,,,,6,6,,,12,6,,,,,1,0,1,,,,,,,770
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,5
Rwanda,,,,,,,,,,,,,5,,,,,,,,,,,2,,2,,,,,,,,4,6,3,2,,2,2,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32
Saudi Arabia,,,,,,,,,,,,,,,,,2,4,8,49,49,,,,,65,160,141,174,260,436,411,277,81,172,914,942,267,266,184,297,213,97,49,,,,8,31,36,25,7,374,29,761,1,4,26,25,31,89,182,221,53,267,357,77,115,147,222,195,90,8888
Senegal,,,,,,,,,,,0,8,,,4,0,1,,1,19,,12,,1,17,,14,24,3,0,,,,33,4,,14,,,,,,,,1,6,,,,,,,,,,,1,,,,,9,,,,11,20,3,6,26,,3,239
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
Singapore,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,12,,4,10,,36,51,51,22,,59,25,53,60,34,50,30,19,,14,16,0,,,,,6,290,843,589,,,50,23,1,25,3,190,381,329,98,23,3402
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,,,,,,,26,,,,,,,,,,,55
Somalia,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2
South Africa,,,,,,,,,,,3,,44,197,121,94,188,130,107,82,424,214,133,198,88,186,357,295,198,,12,,,1,13,,2,3,5,11,8,8,20,20,18,,,,,,,,,,,17,30,30,1,1,1,9,9,2,,,,,,,,,3276
South Korea,,,,,,,,,,,,,,,,,,,,,,,6,,,3,3,3,8,5,10,5,5,,8,,8,1,,,5,,,20,20,20,20,33,128,123,80,80,80,87,80,27,163,186,172,160,2,,2,,,,15,35,98,294,,12,2005
South Vietnam,,,,0,43,24,53,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126
Spain,,,,20,,40,20,,,1,40,20,,,20,40,67,25,,20,31,203,191,124,54,404,78,54,214,284,293,265,294,474,15,200,220,20,120,155,111,15,30,30,101,34,15,49,22,32,46,27,22,,5,20,,37,26,1,25,14,,,30,30,59,59,109,14,40,49,5056
Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,8,8,,,,25
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,7
Sweden,,,,63,75,63,30,34,36,40,33,33,10,8,4,3,59,69,71,19,11,,,,,,,,,,,,3,,15,3,28,20,47,29,31,3,9,,7,7,,,,0,0,,,,,,,,,,,28,,7,21,9,13,9,7,7,,,961
Switzerland,,,,,,90,90,,0,8,12,4,4,36,44,,135,123,123,123,79,,25,33,6,,,,,,,,,24,,,,15,7,,,7,73,7,,,,,,,14,57,44,,,,,,,,,,,,,,,,,,,,1182
Syria,5,,,,,,,,,,,,,,,,,,,,,,,,,,8,21,50,35,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139
Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,650,1842,1708,,,,,,5,50,,,,,,,,,,,,,,,,,4259
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,8,24,48
Thailand,,,,,32,,,,,,,,,,,,,,,,,,,,,,4,4,4,14,13,,,20,45,45,0,32,35,3,,,,,,,85,72,,,,6,,,,,,,,40,,,,4,4,30,15,,55,15,,30,604
Togo,,,,,,,,,,,1,,,,0,0,,,1,1,1,1,,2,,9,15,,2,9,27,19,,,,,3,0,0,,,9,,,,,,,,,,,,,,,,,,,1,,,,15,,,,,1,0,,117
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Tunisia,,,,,,,,11,,13,37,6,,7,4,,,5,5,,44,,,4,6,12,,4,2,27,,11,39,,9,225,,0,,,4,,,,,,,0,,1,,,,,,,,,,,,,,,,,3,3,,,,,480
Turkey,,,,,,,,,,,,,,,,,14,14,28,14,28,28,36,14,,,,1,,,,,15,16,,,,,1,1,1,1,1,25,50,124,123,34,125,163,156,170,189,15,,,,,,,,,,15,8,,,,,,3,8,1418
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,30,33
UAE,,,,,,,,,,,,,,,,,,,,,,,23,81,93,58,167,192,115,12,74,78,78,25,37,28,,,,550,340,106,,25,45,108,229,259,259,269,160,153,194,607,828,901,923,361,58,22,58,104,5,563,,170,204,183,,,50,,8793
Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,5
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,6,12
UNITA (Angola)*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
United Kingdom,,,,,,,,15,6,5,,,2,5,20,35,35,30,30,75,60,60,60,19,55,74,74,67,21,46,93,21,38,30,15,15,15,15,15,10,,,,,,,4,11,27,23,23,19,15,,,,,,,69,69,69,69,69,,,,,,,,,1525
United Nations**,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
United States,,,,,,,,60,60,60,70,65,90,150,155,135,105,70,70,70,30,6,9,7,5,,,63,63,63,63,63,63,53,10,86,96,106,92,57,48,68,64,45,15,48,24,,14,,,,,,,,20,39,29,72,54,55,73,78,65,59,71,71,54,93,112,70,3433
Unknown recipient(s),,,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150
Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,1,,,,36,36,36,,,,,,,7,,,,,,,,,,,,,,,,3,,,,,,,,153
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,38,28,,,23,,,90
Venezuela,,,,,10,36,,,,,,,,,2,,,9,10,,,,6,173,176,6,3,14,1,,0,0,,,,37,38,0,16,97,132,110,62,30,,,,,,29,29,5,5,,,,,,,,,,,,,,,,,,,,1036
Viet Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,15
Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,2
Yugoslavia,,,,,,,,35,,,12,,,,,,,,,,,,17,2,6,13,14,14,14,14,14,14,23,14,15,15,15,14,19,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283
Zimbabwe,,,,,,,,,,,,,2,5,,,,,,,,,,,,6,,1,,,,,,,,,,0,2,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,8,67,43,273,279,433,940,661,789,799,942,970,974,1235,1439,1219,1683,1555,1496,1491,1670,2241,2540,2845,2103,2203,2010,2681,3263,2972,3810,3715,3769,3440,2992,4041,3040,1793,1994,2302,1836,1225,1265,990,903,1026,1939,3291,3172,1818,1077,1416,1426,1404,2308,1811,1669,2375,1984,1914,874,2223,1298,1769,1754,2214,2075,2343,1996,3713,2484,3954,134262
